系列,模型,任务,方法,状态,执行机器,run_name,accuracy,precision,recall,f1,strict_precision,strict_recall,strict_f1,tolerant_precision,tolerant_recall,tolerant_f1,contract_hit,candidate_recall,avg_candidates_per_contract,multi_label_examples,multi_label_hit_accuracy,multi_label_precision,multi_label_recall,multi_label_f1,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,parseable_ratio,format_failure_rate,empty_output_rate,train_examples,val_examples,test_examples,best_checkpoint,predictions_file,multi_label_predictions_file,本地metrics路径
StarCoder2,bigcode/starcoder2-7b,vul_type,prompt,completed,compute_node_c,remote_starcoder2_7b_e1__vul_type__prompt,0.193273,0.193273,0.132393,0.157143,,,,,,,,,,521,0.180422,0.180422,0.065414,0.096016,0.295116,0.116619,0.052142,,,,,,,,,1992,,artifacts/predictions/remote_starcoder2_7b_e1__vul_type__prompt/predictions.jsonl,artifacts/predictions/remote_starcoder2_7b_e1__vul_type__prompt/predictions_multi_label.jsonl,artifacts/metrics/remote_starcoder2_7b_e1__vul_type__prompt/metrics.json
StarCoder2,bigcode/starcoder2-7b,vul_type,qlora,completed,compute_node_c,remote_starcoder2_7b_e1__vul_type__qlora,0.558233,0.558233,0.382393,0.453878,,,,,,,,,,521,0.608445,0.608445,0.220598,0.3238,0.456319,0.243279,0.286028,,,,,,,24992,3829,1992,artifacts/checkpoints/remote_starcoder2_7b_e1__vul_type__qlora/checkpoint-3124,artifacts/predictions/remote_starcoder2_7b_e1__vul_type__qlora/predictions_test.jsonl,artifacts/predictions/remote_starcoder2_7b_e1__vul_type__qlora/predictions_test_multi_label.jsonl,artifacts/metrics/remote_starcoder2_7b_e1__vul_type__qlora/metrics.json
CodeLlama,codellama/CodeLlama-13b-hf,has_vul,direct,completed,compute_node_c,remote_codellama_13b_e1__has_vul__direct,0.5124841303427846,0.8372093023255814,0.05950413223140496,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,artifacts/predictions/remote_codellama_13b_e1__has_vul__direct/predictions.jsonl,,CodeLlama
CodeLlama,codellama/CodeLlama-13b-hf,has_vul,prompt,completed,compute_node_c,remote_codellama_13b_e1__has_vul__prompt,0.543377063055438,0.7835497835497836,0.14958677685950414,0.2512144344205413,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,artifacts/predictions/remote_codellama_13b_e1__has_vul__prompt/predictions.jsonl,,CodeLlama
CodeLlama,codellama/CodeLlama-13b-hf,has_vul,qlora,completed,compute_node_c,remote_codellama_13b_e1__has_vul__qlora,0.770207363520948,0.7735849056603774,0.7793388429752066,0.7764512144915603,,,,,,,,,,,,,,,,,,,,,,,,17411,4667,2363,artifacts/checkpoints/remote_codellama_13b_e1__has_vul__qlora/checkpoint-2177,,,CodeLlama
CodeLlama,codellama/CodeLlama-13b-hf,vul_line,direct,completed,compute_node_c,remote_codellama_13b_e1__vul_line__direct,,,,,0.053697,0.04172,0.046957,0.166873,0.057125,0.085113,0.216853,0.791449,91.438662,,,,,,,,,,,,,,,,,807,,artifacts/predictions/remote_codellama_13b_e1__vul_line__direct/predictions.jsonl,,artifacts/metrics/remote_codellama_13b_e1__vul_line__direct/metrics.json
CodeLlama,codellama/CodeLlama-13b-hf,vul_line,prompt,completed,compute_node_c,remote_codellama_13b_e1__vul_line__prompt,,,,,0.055762,0.043325,0.048763,0.173069,0.060655,0.089828,0.209418,0.791449,91.438662,,,,,,,,,,,,,,,,,807,,artifacts/predictions/remote_codellama_13b_e1__vul_line__prompt/predictions.jsonl,,artifacts/metrics/remote_codellama_13b_e1__vul_line__prompt/metrics.json
CodeLlama,codellama/CodeLlama-13b-hf,vul_line,qlora,completed,compute_node_c,remote_codellama_13b_e1__vul_line__qlora,,0.059893,0.046534,,0.059893,0.046534,0.052375,0.178852,0.054557,0.08361,0.206939,0.791449,91.438662,,,,,,,,,,,,,,,10155,1529,807,artifacts/checkpoints/remote_codellama_13b_e1__vul_line__qlora/checkpoint-22502,artifacts/predictions/remote_codellama_13b_e1__vul_line__qlora/predictions_test.jsonl,,artifacts/metrics/remote_codellama_13b_e1__vul_line__qlora/metrics.json
CodeLlama,codellama/CodeLlama-13b-hf,vul_type,direct,completed,compute_node_c,remote_codellama_13b_e1__vul_type__direct,0.216867,0.216867,0.148556,0.176327,,,,,,,,,,521,0.184261,0.184261,0.066806,0.098059,0.63669,0.134444,0.080631,,,,,,,,,1992,,artifacts/predictions/remote_codellama_13b_e1__vul_type__direct/predictions.jsonl,artifacts/predictions/remote_codellama_13b_e1__vul_type__direct/predictions_multi_label.jsonl,artifacts/metrics/remote_codellama_13b_e1__vul_type__direct/metrics.json
CodeLlama,codellama/CodeLlama-13b-hf,vul_type,prompt,completed,compute_node_c,remote_codellama_13b_e1__vul_type__prompt,0.190261,0.190261,0.13033,0.154694,,,,,,,,,,521,0.180422,0.180422,0.065414,0.096016,0.166833,0.114292,0.050147,,,,,,,,,1992,,artifacts/predictions/remote_codellama_13b_e1__vul_type__prompt/predictions.jsonl,artifacts/predictions/remote_codellama_13b_e1__vul_type__prompt/predictions_multi_label.jsonl,artifacts/metrics/remote_codellama_13b_e1__vul_type__prompt/metrics.json
CodeLlama,codellama/CodeLlama-13b-hf,vul_type,qlora,completed,compute_node_c,remote_codellama_13b_e1__vul_type__qlora,0.632028,0.632028,0.432944,0.513878,,,,,,,,,,521,0.700576,0.700576,0.254001,0.372829,0.702139,0.309242,0.376887,,,,,,,24992,3829,1992,artifacts/checkpoints/remote_codellama_13b_e1__vul_type__qlora/checkpoint-3124,artifacts/predictions/remote_codellama_13b_e1__vul_type__qlora/predictions_test.jsonl,artifacts/predictions/remote_codellama_13b_e1__vul_type__qlora/predictions_test_multi_label.jsonl,artifacts/metrics/remote_codellama_13b_e1__vul_type__qlora/metrics.json
CodeLlama,codellama/CodeLlama-34b-hf,has_vul,direct,completed,compute_node_c,remote_codellama34b_e1_gpu2_has_vul_vul_type__has_vul__direct,0.5095217943292425,0.6378378378378379,0.09752066115702479,0.16917562724014337,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,artifacts/predictions/remote_codellama34b_e1_gpu2_has_vul_vul_type__has_vul__direct/predictions.jsonl,,CodeLlama
CodeLlama,codellama/CodeLlama-34b-hf,has_vul,prompt,completed,compute_node_c,remote_codellama34b_e1_gpu2_has_vul_vul_type__has_vul__prompt,0.5069826491747779,0.6142131979695431,0.1,0.17199715707178392,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,artifacts/predictions/remote_codellama34b_e1_gpu2_has_vul_vul_type__has_vul__prompt/predictions.jsonl,,CodeLlama
CodeLlama,codellama/CodeLlama-34b-hf,has_vul,qlora,completed,compute_node_c,remote_codellama34b_e1_gpu2_has_vul_vul_type__has_vul__qlora,0.7790943715615742,0.7756410256410257,0.8,0.7876322213181448,,,,,,,,,,,,,,,,,,,,,,,,17411,4667,2363,artifacts/checkpoints/remote_codellama34b_e1_gpu2_has_vul_vul_type__has_vul__qlora/checkpoint-2177,,,CodeLlama
CodeLlama,codellama/CodeLlama-34b-hf,vul_line,direct,completed,compute_node_c,remote_codellama34b_e1_gpu1_vul_line_direct_after_wizard__vul_line__direct,,,,,0.059893,0.046534,0.052375,0.174308,0.070603,0.100499,0.245353,0.791449,91.438662,,,,,,,,,,,,,,,,,807,,artifacts/predictions/remote_codellama34b_e1_gpu1_vul_line_direct_after_wizard__vul_line__direct/predictions.jsonl,,artifacts/metrics/remote_codellama34b_e1_gpu1_vul_line_direct_after_wizard__vul_line__direct/metrics.json
CodeLlama,codellama/CodeLlama-34b-hf,vul_line,prompt,completed,compute_node_d,westd_codellama34b_e1_vul_line_prompt__vul_line__prompt,,,,,0.061958,0.048139,0.054181,0.1772,0.054236,0.083052,0.2057,0.791449,91.438662,,,,,,,,,,,,,,,,,807,,artifacts/predictions/westd_codellama34b_e1_vul_line_prompt__vul_line__prompt/predictions.jsonl,,artifacts/metrics/westd_codellama34b_e1_vul_line_prompt__vul_line__prompt/metrics.json
CodeLlama,codellama/CodeLlama-34b-hf,vul_line,qlora,completed,compute_node_c,remote_codellama34b_e1_gpu3_vul_line_qlora_split__vul_line__qlora,,0.317637,0.246791,,0.317637,0.246791,0.277768,0.51012,0.324134,0.396395,0.821561,0.791449,91.438662,,,,,,,,,,,,,,,10155,1529,807,artifacts/checkpoints/remote_codellama34b_e1_gpu3_vul_line_qlora_split__vul_line__qlora/checkpoint-22502,artifacts/predictions/remote_codellama34b_e1_gpu3_vul_line_qlora_split__vul_line__qlora/predictions_test.jsonl,,artifacts/metrics/remote_codellama34b_e1_gpu3_vul_line_qlora_split__vul_line__qlora/metrics.json
CodeLlama,codellama/CodeLlama-34b-hf,vul_type,direct,completed,compute_node_c,remote_codellama34b_e1_gpu2_has_vul_vul_type__vul_type__direct,0.211847,0.211847,0.145117,0.172245,,,,,,,,,,521,0.191939,0.191939,0.069589,0.102145,0.610588,0.135535,0.084174,,,,,,,,,1992,,artifacts/predictions/remote_codellama34b_e1_gpu2_has_vul_vul_type__vul_type__direct/predictions.jsonl,artifacts/predictions/remote_codellama34b_e1_gpu2_has_vul_vul_type__vul_type__direct/predictions_multi_label.jsonl,artifacts/metrics/remote_codellama34b_e1_gpu2_has_vul_vul_type__vul_type__direct/metrics.json
CodeLlama,codellama/CodeLlama-34b-hf,vul_type,prompt,completed,compute_node_c,remote_codellama34b_e1_gpu2_has_vul_vul_type__vul_type__prompt,0.191265,0.191265,0.131018,0.15551,,,,,,,,,,521,0.180422,0.180422,0.065414,0.096016,0.292267,0.115654,0.052863,,,,,,,,,1992,,artifacts/predictions/remote_codellama34b_e1_gpu2_has_vul_vul_type__vul_type__prompt/predictions.jsonl,artifacts/predictions/remote_codellama34b_e1_gpu2_has_vul_vul_type__vul_type__prompt/predictions_multi_label.jsonl,artifacts/metrics/remote_codellama34b_e1_gpu2_has_vul_vul_type__vul_type__prompt/metrics.json
CodeLlama,codellama/CodeLlama-34b-hf,vul_type,qlora,completed,compute_node_c,remote_codellama34b_e1_gpu2_has_vul_vul_type__vul_type__qlora,0.633534,0.633534,0.433975,0.515102,,,,,,,,,,521,0.681382,0.681382,0.247042,0.362615,0.705133,0.312854,0.381811,,,,,,,24992,3829,1992,artifacts/checkpoints/remote_codellama34b_e1_gpu2_has_vul_vul_type__vul_type__qlora/checkpoint-3124,artifacts/predictions/remote_codellama34b_e1_gpu2_has_vul_vul_type__vul_type__qlora/predictions_test.jsonl,artifacts/predictions/remote_codellama34b_e1_gpu2_has_vul_vul_type__vul_type__qlora/predictions_test_multi_label.jsonl,artifacts/metrics/remote_codellama34b_e1_gpu2_has_vul_vul_type__vul_type__qlora/metrics.json
CodeLlama,codellama/CodeLlama-7b-hf,has_vul,direct,completed,compute_node_c,remote_codellama_7b_e1_gpu4_retry__has_vul__direct,0.524333474396953,0.6972477064220184,0.1256198347107438,0.21288515406162464,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,artifacts/predictions/remote_codellama_7b_e1_gpu4_retry__has_vul__direct/predictions.jsonl,,CodeLlama
CodeLlama,codellama/CodeLlama-7b-hf,has_vul,prompt,completed,compute_node_c,remote_codellama_7b_e1_gpu4_retry__has_vul__prompt,0.5289885738468049,0.6750902527075813,0.15454545454545454,0.25151311365164764,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,artifacts/predictions/remote_codellama_7b_e1_gpu4_retry__has_vul__prompt/predictions.jsonl,,CodeLlama
CodeLlama,codellama/CodeLlama-7b-hf,has_vul,qlora,completed,compute_node_c,remote_codellama_7b_e1_gpu4_retry__has_vul__qlora,0.7761320355480321,0.7902813299232737,0.7661157024793388,0.7780109106168694,,,,,,,,,,,,,,,,,,,,,,,,17411,4667,2363,artifacts/checkpoints/remote_codellama_7b_e1_gpu4_retry__has_vul__qlora/checkpoint-2177,,,CodeLlama
CodeLlama,codellama/CodeLlama-7b-hf,vul_line,direct,completed,compute_node_c,remote_codellama_7b_e1_gpu4_retry__vul_line__direct,,,,,,,0.05237493227379447,,,0.08360981782123787,0.20693928128872366,0.7914485767909362,91.43866171003718,,,,,,,,,,,,,,,,,807,,artifacts/predictions/remote_codellama_7b_e1_gpu4_retry__vul_line__direct/predictions.jsonl,,
CodeLlama,codellama/CodeLlama-7b-hf,vul_line,prompt,completed,compute_node_c,remote_codellama_7b_e1_gpu4_retry__vul_line__prompt,,,,,0.057001,0.044288,0.049846,0.179265,0.057445,0.087009,0.208178,0.791449,91.438662,,,,,,,,,,,,,,,,,807,,artifacts/predictions/remote_codellama_7b_e1_gpu4_retry__vul_line__prompt/predictions.jsonl,,artifacts/metrics/remote_codellama_7b_e1_gpu4_retry__vul_line__prompt/metrics.json
CodeLlama,codellama/CodeLlama-7b-hf,vul_line,qlora,completed,compute_node_d,westd_codellama7b_e1_vul_line_qlora_from_b__vul_line,,0.301528,0.234275,,0.301528,0.234275,0.263681,0.51425,0.311617,0.388075,0.804213,0.791449,91.438662,,,,,,,,,,,,,,,10155,1529,807,artifacts/checkpoints/westd_codellama7b_e1_vul_line_qlora_from_b__vul_line/checkpoint-22502,artifacts/predictions/westd_codellama7b_e1_vul_line_qlora_from_b__vul_line/predictions_test.jsonl,,artifacts/metrics/westd_codellama7b_e1_vul_line_qlora_from_b__vul_line/metrics.json
CodeLlama,codellama/CodeLlama-7b-hf,vul_type,direct,completed,compute_node_c,remote_codellama_7b_e1_gpu4_retry__vul_type__direct,0.20481927710843373,0.20481927710843373,0.14030261348005502,0.16653061224489796,,,,,,,,,,521,0.18234165067178504,0.18234165067178504,0.06610995128740431,0.09703779366700714,,,,,,,,,,,,1992,,artifacts/predictions/remote_codellama_7b_e1_gpu4_retry__vul_type__direct/predictions.jsonl,artifacts/predictions/remote_codellama_7b_e1_gpu4_retry__vul_type__direct/predictions_multi_label.jsonl,
CodeLlama,codellama/CodeLlama-7b-hf,vul_type,prompt,completed,compute_node_c,remote_codellama_7b_e1_gpu4_retry__vul_type__prompt,0.18724899598393574,0.18724899598393574,0.12826685006877578,0.15224489795918367,,,,,,,,,,521,0.18426103646833014,0.18426103646833014,0.06680584551148225,0.09805924412665984,,,,,,,,,,,,1992,,artifacts/predictions/remote_codellama_7b_e1_gpu4_retry__vul_type__prompt/predictions.jsonl,artifacts/predictions/remote_codellama_7b_e1_gpu4_retry__vul_type__prompt/predictions_multi_label.jsonl,
CodeLlama,codellama/CodeLlama-7b-hf,vul_type,qlora,completed,compute_node_c,remote_codellama_7b_e1_gpu4_retry__vul_type__qlora,0.644578,0.644578,0.441541,0.524082,,,,,,,,,,521,0.708253,0.708253,0.256785,0.376915,0.692472,0.320381,0.39529,,,,,,,24992,3829,1992,artifacts/checkpoints/remote_codellama_7b_e1_gpu4_retry__vul_type__qlora/checkpoint-3124,artifacts/predictions/remote_codellama_7b_e1_gpu4_retry__vul_type__qlora/predictions_test.jsonl,artifacts/predictions/remote_codellama_7b_e1_gpu4_retry__vul_type__qlora/predictions_test_multi_label.jsonl,artifacts/metrics/remote_codellama_7b_e1_gpu4_retry__vul_type__qlora/metrics.json
DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,has_vul,direct,completed,compute_node_a,machine_a_deepseekcoder13b_e1__has_vul__direct,0.49386373254337707,0.5636363636363636,0.0512396694214876,0.09393939393939393,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,artifacts/predictions/machine_a_deepseekcoder13b_e1__has_vul__direct/predictions.jsonl,,DeepSeek-Coder
DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,has_vul,full,completed,compute_node_a,machine_a_deepseekcoder13b_e1__has_vul__full,0.8654253068133728,0.8898601398601399,0.8413223140495868,0.864910790144435,,,,,,,,,,,,,,,,,,,,,,,,17411,4667,2363,artifacts/checkpoints/machine_a_deepseekcoder13b_e1__has_vul__full/checkpoint-2177,,,DeepSeek-Coder
DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,has_vul,prompt,completed,compute_node_a,machine_a_deepseekcoder13b_e1__has_vul__prompt,0.4917477782479898,0.5323741007194245,0.06115702479338843,0.10971089696071164,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,artifacts/predictions/machine_a_deepseekcoder13b_e1__has_vul__prompt/predictions.jsonl,,DeepSeek-Coder
DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,has_vul,qlora,completed,compute_node_a,machine_a_deepseekcoder13b_e1__has_vul__qlora,0.796022005924672,0.7949756888168558,0.8107438016528926,0.8027823240589198,,,,,,,,,,,,,,,,,,,,,,,,17411,4667,2363,artifacts/checkpoints/machine_a_deepseekcoder13b_e1__has_vul__qlora/checkpoint-2177,,,DeepSeek-Coder
DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,vul_line,direct,completed,compute_node_a,machine_a_deepseekcoder13b_e1__vul_line__direct,,,,,0.064849,0.050385,0.056709,0.216439,0.095956,0.132964,0.307311,0.791449,91.438662,,,,,,,,,,,,,,,,,807,,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_line__direct/predictions.jsonl,,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_line__direct/metrics.json
DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,vul_line,full,completed,compute_node_a,machine_a_deepseekcoder13b_e1__vul_line__full,,0.329616,0.256098,,0.329616,0.256098,0.288243,0.48988,0.329589,0.394058,0.83767,0.791449,91.438662,,,,,,,,,,,,,,,10155,1529,807,artifacts/checkpoints/machine_a_deepseekcoder13b_e1__vul_line__full/checkpoint-22502,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_line__full/predictions_test.jsonl,,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_line__full/metrics.json
DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,vul_line,prompt,completed,compute_node_a,machine_a_deepseekcoder13b_e1__vul_line__prompt,,,,,0.066501,0.051669,0.058154,0.220157,0.087612,0.125344,0.294919,0.791449,91.438662,,,,,,,,,,,,,,,,,807,,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_line__prompt/predictions.jsonl,,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_line__prompt/metrics.json
DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,vul_line,qlora,completed,compute_node_a,machine_a_deepseekcoder13b_e1__vul_line__qlora,,0.062784,0.04878,,0.062784,0.04878,0.054903,0.183808,0.060976,0.091573,0.214374,0.791449,91.438662,,,,,,,,,,,,,,,10155,1529,807,artifacts/checkpoints/machine_a_deepseekcoder13b_e1__vul_line__qlora/checkpoint-22502,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_line__qlora/predictions_test.jsonl,,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_line__qlora/metrics.json
DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,vul_type,direct,completed,compute_node_a,machine_a_deepseekcoder13b_e1__vul_type__direct,0.203313,0.203313,0.139271,0.165306,,,,,,,,,,521,0.176583,0.176583,0.064022,0.093973,0.050415,0.124587,0.04261,,,,,,,,,1992,,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__direct/predictions.jsonl,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__direct/predictions_multi_label.jsonl,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_type__direct/metrics.json
DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,vul_type,full,completed,compute_node_a,machine_a_deepseekcoder13b_e1__vul_type__full,0.742972,0.742972,0.508941,0.604082,,,,,,,,,,521,0.765835,0.765835,0.277662,0.407559,0.72015,0.375708,0.458361,,,,,,,24992,3829,1992,artifacts/checkpoints/machine_a_deepseekcoder13b_e1__vul_type__full/checkpoint-3124,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__full/predictions_test.jsonl,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__full/predictions_test_multi_label.jsonl,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_type__full/metrics.json
DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,vul_type,prompt,completed,compute_node_a,machine_a_deepseekcoder13b_e1__vul_type__prompt,0.186747,0.186747,0.127923,0.151837,,,,,,,,,,521,0.180422,0.180422,0.065414,0.096016,0.040209,0.111707,0.047609,,,,,,,,,1992,,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__prompt/predictions.jsonl,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__prompt/predictions_multi_label.jsonl,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_type__prompt/metrics.json
DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,vul_type,qlora,completed,compute_node_a,machine_a_deepseekcoder13b_e1__vul_type__qlora,0.613454,0.613454,0.42022,0.498776,,,,,,,,,,521,0.650672,0.650672,0.235908,0.346272,0.635124,0.268281,0.319251,,,,,,,24992,3829,1992,artifacts/checkpoints/machine_a_deepseekcoder13b_e1__vul_type__qlora/checkpoint-3124,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__qlora/predictions_test.jsonl,artifacts/predictions/machine_a_deepseekcoder13b_e1__vul_type__qlora/predictions_test_multi_label.jsonl,artifacts/metrics/machine_a_deepseekcoder13b_e1__vul_type__qlora/metrics.json
DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,has_vul,direct,completed,compute_node_c,remote_deepseekcoder33b_e1__has_vul__direct,0.4955564959796868,0.618421052631579,0.03884297520661157,0.07309486780715396,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,artifacts/predictions/remote_deepseekcoder33b_e1__has_vul__direct/predictions.jsonl,,DeepSeek-Coder
DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,has_vul,prompt,completed,compute_node_c,remote_deepseekcoder33b_e1__has_vul__prompt,0.5019043588658485,0.5891891891891892,0.09008264462809917,0.15627240143369175,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,artifacts/predictions/remote_deepseekcoder33b_e1__has_vul__prompt/predictions.jsonl,,DeepSeek-Coder
DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,has_vul,qlora,completed,compute_node_c,remote_deepseekcoder33b_e1__has_vul__qlora,0.4879390605162928,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,17411,4667,2363,artifacts/checkpoints/remote_deepseekcoder33b_e1__has_vul__qlora/checkpoint-2177,,,DeepSeek-Coder
DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,vul_line,direct,completed,compute_node_c,remote_deepseekcoder33b_e1__vul_line__direct,,,,,0.062371,0.04846,0.054542,0.194135,0.068678,0.101462,0.237918,0.791449,91.438662,,,,,,,,,,,,,,,,,807,,artifacts/predictions/remote_deepseekcoder33b_e1__vul_line__direct/predictions.jsonl,,artifacts/metrics/remote_deepseekcoder33b_e1__vul_line__direct/metrics.json
DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,vul_line,prompt,completed,compute_node_c,remote_deepseekcoder33b_e1_gpu5_vul_line_prompt_split__vul_line__prompt,,,,,0.061958,0.048139,0.054181,0.182569,0.058087,0.088134,0.215613,0.791449,91.438662,,,,,,,,,,,,,,,,,807,,artifacts/predictions/remote_deepseekcoder33b_e1_gpu5_vul_line_prompt_split__vul_line__prompt/predictions.jsonl,,artifacts/metrics/remote_deepseekcoder33b_e1_gpu5_vul_line_prompt_split__vul_line__prompt/metrics.json
DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,vul_line,qlora,completed,compute_node_c,remote_deepseekcoder33b_e1_gpu2_vul_line_qlora_split__vul_line__qlora,,0.313094,0.243261,,0.313094,0.243261,0.273794,0.505989,0.318678,0.391061,0.817844,0.791449,91.438662,,,,,,,,,,,,,,,10155,1529,807,artifacts/checkpoints/remote_deepseekcoder33b_e1_gpu2_vul_line_qlora_split__vul_line__qlora/checkpoint-22502,artifacts/predictions/remote_deepseekcoder33b_e1_gpu2_vul_line_qlora_split__vul_line__qlora/predictions_test.jsonl,,artifacts/metrics/remote_deepseekcoder33b_e1_gpu2_vul_line_qlora_split__vul_line__qlora/metrics.json
DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,vul_type,direct,completed,compute_node_c,remote_deepseekcoder33b_e1__vul_type__direct,0.191265,0.191265,0.131018,0.15551,,,,,,,,,,521,0.178503,0.178503,0.064718,0.094995,0.415822,0.115389,0.053465,,,,,,,,,1992,,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__direct/predictions.jsonl,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__direct/predictions_multi_label.jsonl,artifacts/metrics/remote_deepseekcoder33b_e1__vul_type__direct/metrics.json
DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,vul_type,prompt,completed,compute_node_c,remote_deepseekcoder33b_e1__vul_type__prompt,0.185241,0.185241,0.126891,0.150612,,,,,,,,,,521,0.178503,0.178503,0.064718,0.094995,0.039791,0.110679,0.047549,,,,,,,,,1992,,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__prompt/predictions.jsonl,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__prompt/predictions_multi_label.jsonl,artifacts/metrics/remote_deepseekcoder33b_e1__vul_type__prompt/metrics.json
DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,vul_type,qlora,completed,compute_node_c,remote_deepseekcoder33b_e1__vul_type__qlora,0.20381526104417672,0.20381526104417672,0.13961485557083905,0.1657142857142857,,,,,,,,,,521,0.1765834932821497,0.1765834932821497,0.06402226861517049,0.09397344228804902,,,,,,,,,,24992,3829,1992,artifacts/checkpoints/remote_deepseekcoder33b_e1__vul_type__qlora/checkpoint-3124,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__qlora/predictions_test.jsonl,artifacts/predictions/remote_deepseekcoder33b_e1__vul_type__qlora/predictions_test_multi_label.jsonl,
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,has_vul,direct,completed,compute_node_c,remote_deepseekcoder67b_e1__has_vul__direct,0.49640287769784175,0.6388888888888888,0.03801652892561983,0.0717628705148206,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,artifacts/predictions/remote_deepseekcoder67b_e1__has_vul__direct/predictions.jsonl,,DeepSeek-Coder
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,has_vul,prompt,completed,compute_node_c,remote_deepseekcoder67b_e1__has_vul__prompt,0.4993652137113838,0.593103448275862,0.07107438016528926,0.12693726937269373,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,artifacts/predictions/remote_deepseekcoder67b_e1__has_vul__prompt/predictions.jsonl,,DeepSeek-Coder
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,has_vul,qlora,completed,compute_node_c,remote_deepseekcoder67b_e1__has_vul__qlora,0.8256453660600931,0.838135593220339,0.8173553719008264,0.8276150627615063,,,,,,,,,,,,,,,,,,,,,,,,17411,4667,2363,artifacts/checkpoints/remote_deepseekcoder67b_e1__has_vul__qlora/checkpoint-2177,,,DeepSeek-Coder
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,vul_line,direct,completed,compute_node_c,remote_deepseekcoder67b_e1__vul_line__direct,,,,,0.05411,0.042041,0.047318,0.183808,0.082157,0.113557,0.283767,0.791449,91.438662,,,,,,,,,,,,,,,,,807,,artifacts/predictions/remote_deepseekcoder67b_e1__vul_line__direct/predictions.jsonl,,artifacts/metrics/remote_deepseekcoder67b_e1__vul_line__direct/metrics.json
