config_bundle,config_record_id,config_sha256,machine,method,model,run_name,source_path,task
artifacts/configs/remote_wizardcoder_python_7b_e1_gpu1_vul_line_prompt_qlora__vul_line__qlora/config.json,remote_wizardcoder_python_7b_e1_gpu1_vul_line_prompt_qlora_vul_line_qlora,cd3d5326684ec5b524766fb0089d640079fdd33dd3c539202bdbe1f86d154bfb,compute_node_c,qlora,WizardLM/WizardCoder-Python-7B-V1.0,remote_wizardcoder_python_7b_e1_gpu1_vul_line_prompt_qlora__vul_line__qlora,artifacts/configs/remote_wizardcoder_python_7b_e1_gpu1_vul_line_prompt_qlora__vul_line__qlora/config.json,vul_line
artifacts/configs/machine_a_wizardcoder_python_7b_e1__vul_type__direct/config.json,machine_a_wizardcoder_python_7b_e1_vul_type_direct,907b92c42b16ddef451bfc36e4ec8524c598e52b7e1d0342a69f306b4ab8f7ff,compute_node_a,direct,WizardLM/WizardCoder-Python-7B-V1.0,machine_a_wizardcoder_python_7b_e1__vul_type__direct,artifacts/configs/machine_a_wizardcoder_python_7b_e1__vul_type__direct/config.json,vul_type
artifacts/configs/machine_a_wizardcoder_python_7b_e1__vul_type__prompt/config.json,machine_a_wizardcoder_python_7b_e1_vul_type_prompt,a26446376ba990f95e86427830c7623032bf167952202894375a11dab92d901e,compute_node_a,prompt,WizardLM/WizardCoder-Python-7B-V1.0,machine_a_wizardcoder_python_7b_e1__vul_type__prompt,artifacts/configs/machine_a_wizardcoder_python_7b_e1__vul_type__prompt/config.json,vul_type
artifacts/configs/machine_a_wizardcoder_python_7b_e1__vul_type__qlora/config.json,machine_a_wizardcoder_python_7b_e1_vul_type_qlora,cd3816cdffdced521e4fd30c4ec544881cbfd868e3aa85f2a9da445d910196ba,compute_node_a,qlora,WizardLM/WizardCoder-Python-7B-V1.0,machine_a_wizardcoder_python_7b_e1__vul_type__qlora,artifacts/configs/machine_a_wizardcoder_python_7b_e1__vul_type__qlora/config.json,vul_type
artifacts/configs/remote_starcoder2_15b_e1__has_vul__direct/config.json,remote_starcoder2_15b_e1_has_vul_direct,120ee5554263f09e8a9aeddd4e0c661a7664dff793ae19cf617da1bb8d71206c,compute_node_c,direct,bigcode/starcoder2-15b,remote_starcoder2_15b_e1__has_vul__direct,artifacts/configs/remote_starcoder2_15b_e1__has_vul__direct/config.json,has_vul
artifacts/configs/remote_starcoder2_15b_e1__has_vul__prompt/config.json,remote_starcoder2_15b_e1_has_vul_prompt,30459e419195c0ac2bb606ce788d61f416298bd6ef2c32448dc7b7306a5af275,compute_node_c,prompt,bigcode/starcoder2-15b,remote_starcoder2_15b_e1__has_vul__prompt,artifacts/configs/remote_starcoder2_15b_e1__has_vul__prompt/config.json,has_vul
artifacts/configs/remote_starcoder2_15b_e1__has_vul__qlora/config.json,remote_starcoder2_15b_e1_has_vul_qlora,908fdf7dd50e080ea60f0e9dae8efee43b996a2b8bd1ff0954baf0ac03e1c780,compute_node_c,qlora,bigcode/starcoder2-15b,remote_starcoder2_15b_e1__has_vul__qlora,artifacts/configs/remote_starcoder2_15b_e1__has_vul__qlora/config.json,has_vul
artifacts/configs/remote_starcoder2_15b_e1__vul_line__direct/config.json,remote_starcoder2_15b_e1_vul_line_direct,098a34f518ff3251e47d0998959e4acf959caf70fe7089e1c38723dd96848326,compute_node_c,direct,bigcode/starcoder2-15b,remote_starcoder2_15b_e1__vul_line__direct,artifacts/configs/remote_starcoder2_15b_e1__vul_line__direct/config.json,vul_line
artifacts/configs/remote_starcoder2_15b_e1__vul_line__prompt/config.json,remote_starcoder2_15b_e1_vul_line_prompt,6f12aec88939eff1cf0a420b84fb0ea21a3ae9c949ac1ff13dcfa68ae6aa41cb,compute_node_c,prompt,bigcode/starcoder2-15b,remote_starcoder2_15b_e1__vul_line__prompt,artifacts/configs/remote_starcoder2_15b_e1__vul_line__prompt/config.json,vul_line
artifacts/configs/remote_starcoder2_15b_e1__vul_line__qlora/config.json,remote_starcoder2_15b_e1_vul_line_qlora,de2e0a22a0b55416e919807a68f8771a86f789016fda66f597cc0ed5f2915bc3,compute_node_c,qlora,bigcode/starcoder2-15b,remote_starcoder2_15b_e1__vul_line__qlora,artifacts/configs/remote_starcoder2_15b_e1__vul_line__qlora/config.json,vul_line
artifacts/configs/remote_starcoder2_15b_e1__vul_type__direct/config.json,remote_starcoder2_15b_e1_vul_type_direct,ce32bbbf8ad50416ee14c597366eec81a954d1671175b31e6bf3d73285d78e76,compute_node_c,direct,bigcode/starcoder2-15b,remote_starcoder2_15b_e1__vul_type__direct,artifacts/configs/remote_starcoder2_15b_e1__vul_type__direct/config.json,vul_type
artifacts/configs/remote_starcoder2_15b_e1__vul_type__prompt/config.json,remote_starcoder2_15b_e1_vul_type_prompt,97c4d96817128610a5401935b521747433e69bb43311f64d68250aa99669b3c1,compute_node_c,prompt,bigcode/starcoder2-15b,remote_starcoder2_15b_e1__vul_type__prompt,artifacts/configs/remote_starcoder2_15b_e1__vul_type__prompt/config.json,vul_type
artifacts/configs/remote_starcoder2_15b_e1__vul_type__qlora/config.json,remote_starcoder2_15b_e1_vul_type_qlora,5cc0fc67007eeede8c0786cc084d2e15e82bd0cc3bebff91934e0bf28ffd6ea8,compute_node_c,qlora,bigcode/starcoder2-15b,remote_starcoder2_15b_e1__vul_type__qlora,artifacts/configs/remote_starcoder2_15b_e1__vul_type__qlora/config.json,vul_type
artifacts/configs/remote_starcoder2_3b_e1__has_vul__direct/config.json,remote_starcoder2_3b_e1_has_vul_direct,82baee2092622cbb3aa4c59fe3955e024f5394655aa095af909c1fe49d92a626,compute_node_c,direct,bigcode/starcoder2-3b,remote_starcoder2_3b_e1__has_vul__direct,artifacts/configs/remote_starcoder2_3b_e1__has_vul__direct/config.json,has_vul
artifacts/configs/remote_starcoder2_3b_e1__has_vul__full/config.json,remote_starcoder2_3b_e1_has_vul_full,c3254427f66e3126f37803939ca15ce664c6d65928fa07d1e2693fe2c865ae22,compute_node_c,full,bigcode/starcoder2-3b,remote_starcoder2_3b_e1__has_vul__full,artifacts/configs/remote_starcoder2_3b_e1__has_vul__full/config.json,has_vul
